정류소명,정류소아이디(ID),승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
만수주공4단지,39440,7705,5478,7628,5478,77,439
만수주공4단지,39443,10318,8424,10174,8424,144,624
만수주공정문,39408,10861,8536,10758,8536,103,646
만수주공정문,39410,3135,3297,3063,3297,72,214
만수주공후문,39435,4696,11602,4649,11602,47,543
만수주공후문,39438,13925,3819,13729,3819,196,591
만수중(대토단지),39400,396,1705,390,1705,6,70
만수중학교후문,39745,131,905,130,905,1,34
만수초등학교,39303,1568,5022,1528,5022,40,219
만수초등학교,39307,680,889,648,889,32,52
만수치안센터,39455,829,592,811,592,18,47
만월종합사회복지관,92065,9,1866,9,1866,0,62
만월중학교,39962,2256,394,2212,394,44,88
만월중학교,39963,122,2552,117,2552,5,89
만의골입구,39666,81,68,80,68,1,4
만의골입구,39672,27,308,27,308,0,11
만정낚시터,35682,69,22,66,22,3,3
만정낚시터,35696,10,34,10,34,0,1
만정낚시터입구,35683,73,68,73,68,0,4
만정낚시터입구,35695,41,48,41,48,0,2
망양돈대,90224,6,38,6,38,0,1
망양돈대,90225,12,8,12,8,0,0
망월3리,43332,217,143,196,143,21,12
망월3리,43580,1,39,0,39,1,1
망월입구,43117,20,0,20,0,0,0
망월입구,43576,81,62,73,62,8,4
망월입구,43790,22,43,21,43,1,2
망월종점,43788,19,17,18,17,1,1
매음1리마을회관,90173,35,37,35,37,0,2
매음1리마을회관,90174,27,7,27,7,0,1
매음3리마을회관(민머루),90321,9,12,9,12,0,0
매음3리마을회관(민머루),90322,27,3,24,3,3,1
매제미고개,43837,2,1,2,1,0,0
매제미고개,43988,0,12,0,12,0,0
먼우금사거리,38114,6514,4004,6484,4004,30,350
먼우금초등학교,38021,2733,10611,2728,10611,5,444
메이루즈커낼파크뷰,42747,3432,9329,3206,9329,226,425
메이루즈커낼파크뷰,42762,10371,3490,10163,3490,208,462
메이루즈커낼파크뷰정문,42794,3783,3651,3720,3651,63,247
메제미,43302,159,21,158,21,1,6
메제미,43598,15,225,15,225,0,8
면사무소입구,90018,3,133,2,133,1,4
면사무소입구,90019,114,10,109,10,5,4
면허시험장,39006,2162,1954,2161,1954,1,137
명가빌라(회차),37553,2304,2201,2155,2201,149,150
명보주택앞,43979,4,8,4,8,0,0
명보주택앞,43984,29,13,27,13,2,1
명신여자고등학교,40289,19263,5359,19052,5359,211,820
명신여자고등학교,40291,6527,12470,6411,12470,116,633
명신초등학교,43394,81,0,75,0,6,2
명신초등학교,43803,4,107,4,107,0,3
명진부페,43632,12,3,12,3,0,0
명현중학교,41405,2680,7651,2672,7651,8,344
명현초등학교,41559,5230,1331,5219,1331,11,218
명현초등학교,41560,1214,3934,1199,3934,15,171
명현초등학교(효성지구대),41069,722,2974,696,2974,26,123
모다아울렛,89190,2558,2573,2539,2573,19,171
모래내시장,39295,15678,13882,15392,13882,286,985
모래내시장,39298,13346,11567,13031,11567,315,830
모래내시장,39344,6592,6008,6592,6008,0,420
모래내시장,39350,10980,12689,10789,12689,191,788
모래내시장역(1번출구),39338,11615,9092,11415,9092,200,690
모래내시장역(2번출구),39909,9731,12551,9573,12551,158,742
모래내시장역(3번출구),39339,34806,32614,34477,32614,329,2247
모래내시장역(4번출구),39335,1969,6104,1950,6104,19,269
모래방죽사거리,89228,1247,1044,1194,1044,53,76
모래방죽사거리,89229,1625,2757,1594,2757,31,146
모름말,90255,3,1,3,1,0,0
모름말,90311,11,5,6,5,5,0
모리부락입구,90304,15,0,15,0,0,0
모아아파트,70033,262,653,258,653,4,30
모아아파트.세종프라자,70034,597,221,580,221,17,27
모현,43659,4,303,4,303,0,10
모현,43689,267,4,261,4,6,9
목감IC진입(미정차),70226,1,0,1,0,0,0
목개마을,90153,10,1,10,1,0,0
목개마을,90154,27,7,22,7,5,1
목너머,35863,60,42,60,42,0,3
목너머,35864,4,36,4,36,0,1
목련어린이집,40824,8500,3789,8384,3789,116,409
목비고개,43032,67,132,58,132,9,6
목비고개,43272,204,72,188,72,16,9
목상교입구,41493,44,3,44,3,0,1
목상교입구,41519,5,24,5,24,0,0
목상교차로,41636,5,220,3,220,2,7
목상교차로,41637,218,5,213,5,5,7
목상동(새봄농원입구),41323,0,72,0,72,0,2
목상동(새봄농원입구),41324,50,3,50,3,0,1
목상동마을입구,41318,0,226,0,226,0,7
목상동마을입구,41517,228,34,221,34,7,8
목상동솔밭.이주단지입구,41316,1647,30,1628,30,19,55
목상동솔밭.이주단지입구,41317,20,1076,11,1076,9,36
목장앞,43503,7,11,6,11,1,0
목장앞,43688,1,2,1,2,0,0
목재단지,42036,423,547,421,547,2,32
목재부두사거리,42949,4,382,4,382,0,12
목재부두사거리,42960,166,39,163,39,3,6
목화빌라,37545,3,328,3,328,0,11
목화예식장,39446,15623,13405,15452,13405,171,967
목화예식장,39448,14470,20772,14331,20772,139,1174
무내미마을,39496,404,811,391,811,13,40
무내미마을,40106,169,3312,150,3312,19,116
무의공영주차장,35871,0,2,0,2,0,0
무의도입구,35001,4610,279,4547,279,63,162
무의도입구,35002,386,5072,380,5072,6,181
무의도주민자치센터,35738,447,32,438,32,9,15
무의도주민자치센터,35739,36,258,36,258,0,9
무지개.한양8차아파트,40271,6706,3752,6655,3752,51,348
무지개.한양8차아파트,40276,5444,8627,5358,8627,86,469
무지개아파트,38366,3384,2619,3321,2619,63,200
무지개아파트(동남아파트),38042,6858,1197,6519,1197,339,268
무학리입구,90276,54,40,54,40,0,3
묵골,43498,15,9,14,9,1,0
묵골,43684,7,14,5,14,2,0
문남마을,38250,8941,4990,8877,4990,64,464
문남초등학교,38214,2656,2325,2604,2325,52,166
문남초등학교,38216,2723,3498,2664,3498,59,207
문말3거리,44084,10,0,5,0,5,0
문말3거리,44169,1,0,1,0,0,0
문말삼거리,44001,453,33,444,33,9,16
문말삼거리,44002,31,445,31,445,0,15
문산교회앞,43340,14,46,10,46,4,2
문산교회앞,43589,35,11,30,11,5,1
문산리마을회관,43101,93,429,87,429,6,17
문일여고·하우스토리만수아파트,39313,1467,4097,1441,4097,26,185
문일여고·하우스토리만수아파트,39314,5500,904,5370,904,130,213
문일여자고등학교후문,39685,2214,3834,2175,3834,39,201
문학경기장(X게임장),37643,128,267,109,267,19,13
문학경기장(박태환수영장),38310,4307,2672,4277,2672,30,232
문학경기장(박태환수영장),38311,1478,4359,1442,4359,36,194
문학경기장(박태환수영장),38329,1516,1479,1465,1479,51,99
문학경기장(박태환수영장),38423,873,1761,868,1761,5,87
문학경기장(야구장),37144,7779,12801,7486,12801,293,686
문학경기장(월드컵경기장),37157,5847,11229,5621,11229,226,569
문학경로당,37087,4918,3241,4834,3241,84,271
문학경로당,37088,4426,3559,4280,3559,146,266
문학고개,37056,3069,2464,3014,2464,55,184
문학고개,37057,2663,3544,2597,3544,66,206
문학고개,37101,2750,3914,2683,3914,67,222
문학우체국,37520,4069,4455,3920,4455,149,284
문학우체국,37521,5490,3245,5386,3245,104,291
문학정보고입구,37107,4315,5836,4222,5836,93,338
문학정보고입구,37108,6318,2497,6138,2497,180,293
문학초등학교,37105,20535,8061,20065,8061,470,953
문학초등학교,37110,8132,15072,7901,15072,231,773
문현,43005,62,81,57,81,5,4
문현,43164,42,51,41,51,1,3
문현,43195,174,37,160,37,14,7
문현,43321,17,154,17,154,0,5
문화교회,40173,333,301,333,301,0,21
문화교회,40174,10057,9741,9852,9741,205,659
문화예술회관,39197,3434,5822,3400,5822,34,308
문화예술회관,39199,894,712,878,712,16,53
물류단지D블럭앞,35604,451,5,448,5,3,15
물류단지F블럭앞,35603,16,475,16,475,0,16
미관광장,38508,4,105,4,105,0,3
미관광장,38512,3,16,3,16,0,0
미단교회사거리,35664,40,55,40,55,0,3
미단교회사거리,35665,9,30,9,30,0,1
미도아파트,37446,1054,1308,1054,1308,0,78
미도아파트,41027,10645,3219,10510,3219,135,462
미도아파트,41028,3857,9976,3786,9976,71,461
미래빌라,36088,6082,815,5928,815,154,229
미래빌라,36089,1413,4398,1386,4398,27,193
미래타운1.2단지,40683,4510,18573,4416,18573,94,769
미래타운1.2단지,40684,13426,2881,13274,2881,152,543
미래타운5단지,40672,1040,4247,1032,4247,8,176
미래타운5단지501동,40662,5783,278,5727,278,56,202
미래타운5단지505동,40669,6697,3173,6533,3173,164,329
미래테크원,92015,2418,875,2403,875,15,109
미루지,43420,16,16,14,16,2,1
미루지,43522,68,14,67,14,1,2
미륭아파트,36138,3573,602,3531,602,42,139
미륭아파트,36139,688,3230,660,3230,28,130
미림극장,36008,1223,6586,1163,6586,60,260
미림극장,36009,8522,2162,8312,2162,210,356
미림극장입구,36141,82,328,77,328,5,13
미산초등학교,40378,6855,9923,6701,9923,154,559
미송초등학교,38654,15566,971,15191,971,375,551
미송초등학교(하행),38653,1824,8178,1716,8178,108,333
미주탕,42123,3541,10952,3469,10952,72,483
미주탕,42124,11044,5585,10772,5585,272,554
미추홀경찰서(장미아파트),37524,862,3810,826,3810,36,155
미추홀공원,38368,7540,2947,7408,2947,132,349
미추홀구청,37304,5168,4087,4948,4087,220,308
미추홀구청,37307,823,2423,814,2423,9,108
미추홀구청입구,37306,9474,17329,9354,17329,120,893
미추홀구청입구,37312,10596,11721,10313,11721,283,743
미추홀구평생학습관,37073,6381,5931,6264,5931,117,410
미추홀도서관·인천신월초등학교,39270,3787,8826,3690,8826,97,420
미추홀아파트,40250,136,543,136,543,0,22
미추홀아파트,40254,235,271,235,271,0,16
미추홀외고,39689,586,934,580,934,6,50
미추홀외고,39690,949,502,919,502,30,48
미추홀퍼스트(2단지),37220,8559,3378,8338,3378,221,397
미추홀퍼스트(2단지),37642,3325,8805,3245,8805,80,404
미추홀퍼스트2단지,37646,2590,417,2555,417,35,100
미추홀퍼스트3단지,37647,667,3020,642,3020,25,122
민머루해수욕장,90336,13,11,11,11,2,0
민방위교육장,38610,71,535,71,535,0,20
민방위교육장,38611,636,301,630,301,6,31
민방위교육장,39733,8122,2592,8034,2592,88,357
민방위교육장,39734,97,2444,79,2444,18,84
민방위교육장입구,41043,1916,5556,1854,5556,62,249
바로크아파트,42530,805,508,791,508,14,43
박공현,43228,43,5,35,5,8,1
박공현,43294,10,53,10,53,0,2
박문여자고등학교,39799,1016,203,982,203,34,40
박문여자고등학교,39800,401,560,399,560,2,32
박문중학교,39844,749,207,749,207,0,31
박문중학교,39847,343,3064,339,3064,4,113
박문중학교정문,39860,3186,247,3159,247,27,114
박문중학교후문,39859,260,64,252,64,8,10
박물관앞,43668,27,205,27,205,0,7
박물관앞,43698,249,57,240,57,9,10
박촌마을입구,35670,136,9,135,9,1,4
박촌마을입구,35671,4,230,4,230,0,7
박촌역,41309,18171,23940,17817,23940,354,1403
박촌역,41310,18365,12026,18246,12026,119,1013
반달마을.법원.검찰청,55014,1546,4276,1519,4276,27,194
반도유보라,42904,526,1502,518,1502,8,67
반도유보라,42905,2507,468,2430,468,77,99
반도유보라,42963,2115,829,2032,829,83,98
반도유보라,42985,3065,1505,3009,1505,56,152
반디모텔,44126,1,0,1,0,0,0
반디모텔,44170,0,1,0,1,0,0
반찬단지,89426,304,221,292,221,12,17
반찬단지,89427,497,77,490,77,7,19
반포역,31034,169,3139,169,3139,0,110
반포역,31035,5093,87,5088,87,5,172
발산초등학교(풍림아이원),42433,303,143,303,143,0,14
발전소삼거리,44115,103,151,99,151,4,8
발전소삼거리,44171,14,0,14,0,0,0
밝게,43990,7,2,7,2,0,0
밝게,43991,1,11,1,11,0,0
밤나무골,43022,93,123,81,123,12,7
밤나무골,43023,168,118,164,118,4,9
방개마을,90141,47,14,45,14,2,2
방개마을,90142,1,15,1,15,0,0
방아머리,62008,352,37,325,37,27,12
방아머리,62032,41,155,41,155,0,6
방아머리선착장,62007,47,449,46,449,1,16
방아머리제1주차장,62031,61,314,61,314,0,12
방아머리제1주차장,62041,529,74,516,74,13,20
방죽골,39763,2361,2960,2287,2960,74,177
방죽골,39764,885,2722,866,2722,19,120
방죽말,43027,70,115,67,115,3,6
방죽말,43214,28,103,24,103,4,4
방죽삼거리,39173,309,1085,307,1085,2,46
방죽삼거리,39174,719,476,701,476,18,39
방죽삼거리,42681,1715,593,1675,593,40,76
방죽삼거리,42683,372,1102,350,1102,22,49
방촌공원,40419,2333,2717,2323,2717,10,168
방축삼거리,36159,602,491,585,491,17,36
방파제입구,35048,14,911,7,911,7,30
방화동도시개발11단지,25026,872,62,847,62,25,31
방화중학교,25008,3964,74,3941,74,23,134
방화중학교,25009,32,1038,32,1038,0,35
배다리,35186,10465,18337,10345,18337,120,960
배다리삼거리,36006,11582,8351,11254,8351,328,664
배다리삼거리,36007,7557,8593,7308,8593,249,538
배다리성냥마을박물관,36167,21,21,21,21,0,1
배다리청과물시장,35184,4199,2908,4096,2908,103,236
배다리헌책방거리,36158,426,501,409,501,17,30
배수지입구,42774,620,18,592,18,28,21
백두아파트,42632,8845,3918,8701,3918,144,425
백련사입구,43419,19,65,18,65,1,2
백련사입구,43808,27,1,27,1,0,0
백련산입구,35773,2,6,2,6,0,0
백련산입구,35778,1,31,0,31,1,1
백마장입구,40389,10519,2988,10441,2988,78,450
백마장입구,40390,2607,9353,2586,9353,21,398
백마장입구,40399,18180,19179,18038,19179,142,1245
백마장입구,40407,9644,9163,9471,9163,173,626
백병원(송림패션몰),36151,330,64,327,64,3,13
백사장회센터,62033,25,145,23,145,2,5
백사장회센터,62039,151,25,149,25,2,5
백산아파트,38112,3777,4634,3595,4634,182,280
백산아파트,38113,3900,4601,3817,4601,83,283
백산아파트,38328,1834,1551,1789,1551,45,112
백석고가(하이마트),42381,4497,3772,4374,3772,123,275
백석고가(하이마트),42578,3843,3838,3749,3838,94,256
백석마을,35096,0,16,0,16,0,0
백석중.고등학교,42374,5404,3595,5215,3595,189,299
백석중.고등학교,42375,3807,6336,3699,6336,108,338
백석중사거리,89238,7,229,7,229,0,7
백석중사거리,89239,49,474,6,474,43,17
백승아파트,41383,109,675,92,675,17,26
백승아파트,41384,108,305,108,305,0,13
백암왕순대앞,38483,2148,1820,2107,1820,41,132
백영아파트,40058,11702,4754,11503,4754,199,548
백영아파트,41361,7717,51,7622,51,95,258
백운곡,43040,199,85,196,85,3,9
백운곡,43295,61,234,59,234,2,9
백운공원,40072,14,794,7,794,7,26
백운공원(부평아트센터),40075,673,4625,671,4625,2,176
백운공원(부평아트센터),40076,3536,1247,3448,1247,88,159
백운역,40079,14765,22261,14659,22261,106,1234
백운역,40080,25314,21421,25199,21421,115,1557
백운역,40081,58389,53048,57928,53048,461,3714
백운역,40716,12701,3039,12572,3039,129,524
백운역(파출소),40094,108,1981,101,1981,7,69
백운역(하행),40901,2545,8948,2514,8948,31,383
백운프라자,37181,4493,10115,4371,10115,122,486
백운프라자,37185,7546,4673,7429,4673,117,407
백조아파트,40386,300,796,299,796,1,36
백조아파트,40388,1452,653,1420,653,32,70
뱃말항,44172,0,2,0,2,0,0
뱅뱅사거리,31012,13,1768,12,1768,1,59
뱅뱅사거리,32001,2283,21,2281,21,2,76
버드러지,43428,17,29,17,29,0,1
버드러지,43476,83,35,79,35,4,3
번영로제1사거리,39113,361,1200,359,1200,2,52
번영로제3사거리,39036,836,274,824,274,12,37
번영로제3사거리,39037,206,970,185,970,21,39
벌말,43175,5,49,4,49,1,1
벌말,43297,72,6,72,6,0,2
벌판마을입구,35763,5,129,3,129,2,4
벌판마을입구,35764,118,79,108,79,10,6
범양상가,42118,4669,11109,4646,11109,23,525
범양상가,42122,10475,2592,10340,2592,135,435
범양아파트,42116,8659,2916,8484,2916,175,385
범양아파트(종점),42127,134,4,127,4,7,4
범허리 종점,43973,1,0,1,0,0,0
범허리종점,43974,52,32,45,32,7,2
법원,37130,305,1884,298,1884,7,72
법원,37131,1990,1196,1971,1196,19,106
법원.검찰청,37074,7839,5870,7713,5870,126,456
법원.검찰청.복사골문화센터.반달마을,55020,4042,2387,4001,2387,41,214
법원검찰청입구,37078,3509,4270,3400,4270,109,259
베어즈베스트골프장,89268,374,1160,369,1160,5,51
베어즈베스트골프장,89269,402,2903,401,2903,1,110
베어즈베스트청라GC,89046,86,154,86,154,0,8
베어즈베스트청라GC,89047,48,296,48,296,0,11
벧엘교회,39740,179,1615,133,1615,46,59
벽산.이삭아파트,39453,20757,25380,20603,25380,154,1537
벽산1차아파트,70023,98,1687,94,1687,4,59
벽산1차아파트,70024,2210,242,2148,242,62,81
벽산아파트,39459,2005,36,1966,36,39,68
벽산아파트,39549,24,3619,17,3619,7,121
벽산아파트(미추홀도서관),39273,12572,4006,12374,4006,198,552
벽산이삭아파트,39458,19991,12820,19792,12820,199,1093
별립산입구,43588,0,116,0,116,0,3
별립산입구,43778,98,1,76,1,22,3
병무청(학익풍림아이원),37013,38,25,33,25,5,2
병무청(학익풍림아이원),37671,47,1114,45,1114,2,38
병방사거리,41301,597,2891,573,2891,24,116
병방사거리,41303,6116,2043,5968,2043,148,271
병방초등학교,41302,640,854,631,854,9,49
병방초등학교,41304,1618,1428,1589,1428,29,101
병방초등학교(계양산전통시장),41299,17378,14588,17148,14588,230,1065
보건소,43626,2,34,2,34,0,1
보건환경연구원,35158,2687,2247,2623,2247,64,164
보라매역.동작세무서,19013,250,10,250,10,0,8
보람프라자앞,42442,28934,16743,28622,16743,312,1522
보릿고개,43517,27,419,25,419,2,14
보릿고개,43880,229,89,212,89,17,10
보무기,90165,9,69,9,69,0,2
보무기,90166,45,35,45,35,0,2
보문사,90206,1777,1296,1695,1296,82,102
보스턴힐,89461,37,437,37,437,0,15
보스턴힐,89462,204,242,202,242,2,14
보트비,89424,36,241,31,241,5,9
보트비,89425,132,52,131,52,1,6
보훈회관,39484,5183,9174,5098,9174,85,478
복사골문화센터.한아름마을,55026,1828,3586,1815,3586,13,180
복지회관,38079,2198,1133,2161,1133,37,111
복지회관,38080,871,3559,832,3559,39,147
본향교회,39164,12826,2731,12598,2731,228,518
볼보트럭남인천사업소,35814,836,961,824,961,12,59
봉골,43535,20,9,19,9,1,0
봉골,43673,10,49,9,49,1,1
봉성(오상2리),43261,0,67,0,67,0,2
봉성(오상2리),43377,93,1,85,1,8,3
봉소리마을회관,43000,67,14,60,14,7,2
봉소리마을회관,90001,16,19,13,19,3,1
봉수초등학교,42980,81,387,79,387,2,15
봉수초등학교,42981,81,956,79,956,2,34
봉수파출소,42982,1248,1767,1226,1767,22,100
부개1동행정복지센터,40191,2771,6505,2731,6505,40,309
부개1동행정복지센터,40193,7548,4800,7385,4800,163,411
부개2동행정복지센터,40323,1735,515,1735,515,0,75
부개2파출소,40317,444,325,435,325,9,25
부개2파출소,40318,3358,4809,3255,4809,103,272
부개2파출소,40329,4170,1741,4072,1741,98,197
부개2파출소,40764,108,257,108,257,0,12
부개3동행정복지센터,40494,1658,286,1631,286,27,64
부개3동행정복지센터입구,40486,189,1510,186,1510,3,56
부개6단지후문.웅진플레이,55021,42,1944,33,1944,9,66
부개고입구,40345,3873,4808,3741,4808,132,289
부개고입구,40783,6539,2815,6382,2815,157,311
부개농협,40199,488,2425,467,2425,21,97
부개농협,40201,2563,1020,2487,1020,76,119
부개사거리,40923,143,945,127,945,16,36
부개서초등학교,40243,1926,743,1926,743,0,88
부개성일아파트,40293,7653,3359,7515,3359,138,367
부개성일아파트,40301,5878,10950,5661,10950,217,560
