정류소명,정류소아이디(ID),승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
인혜학교후문(원욱그린타운),41518,470,3107,458,3107,12,119
인화1리마을회관,90211,93,64,85,64,8,5
인화리종점,43473,83,56,73,56,10,4
인화성입구,90063,0,9,0,9,0,0
인화성입구,90064,15,6,10,6,5,0
인화여고,37547,4388,4214,4261,4214,127,286
인화여고,37548,7886,13112,7771,13112,115,699
일신동행정복지센터,40200,6919,3654,6791,3654,128,352
일신동행정복지센터,40205,107,2408,100,2408,7,83
일신동행정복지센터,40220,2854,2678,2829,2678,25,184
일신시장,40207,4259,5163,4233,5163,26,314
일신시장,40210,5457,2502,5299,2502,158,265
일신주공,40866,423,1128,423,1128,0,51
일신주공109동,40868,6273,4069,6185,4069,88,344
임광그대가.서창자이아파트,39514,3607,1367,3596,1367,11,165
임광그대가.서창자이아파트,39515,284,3782,278,3782,6,135
임광그대가103동,92025,3285,3293,3247,3293,38,219
임송촌,43423,11,6,11,6,0,0
임송촌,43802,97,106,95,106,2,6
임학사거리,41283,500,1930,480,1930,20,81
임학역,41290,17149,23008,16998,23008,151,1338
임학역,41292,23134,14419,22860,14419,274,1251
임학지하차도앞사거리,41287,25,3208,25,3208,0,107
임학지하차도앞사거리,41288,2268,20,2268,20,0,76
입구지,35300,41,3,40,3,1,1
입구지,35751,5,39,2,39,3,1
입구지입구,35477,22,74,22,74,0,3
입구지입구,35478,77,7,76,7,1,2
자동차매매단지,11020,227,560,218,560,9,26
자동차매매단지,11021,542,191,540,191,2,24
자동차매매단지,36094,236,4826,228,4826,8,168
자동차매매단지,37459,3561,289,3556,289,5,128
자연사박물관,43667,0,5,0,5,0,0
자이금호힐스테이트,42849,324,4263,310,4263,14,152
자이금호힐스테이트,42850,2910,282,2790,282,120,106
자이더테라스1단지,89297,1154,339,1129,339,25,49
자이더테라스1단지,89298,531,1158,512,1158,19,56
자이더테라스2단지,42864,1523,2446,1506,2446,17,132
자이더테라스2단지,42871,2721,1367,2604,1367,117,136
자이더테라스2단지(209동),89460,250,666,242,666,8,30
작은구월사거리,39239,5605,5734,5566,5734,39,377
작은구월사거리,39240,6291,6353,6222,6353,69,421
작전1동주민센터,41113,14733,8288,14631,8288,102,767
작전동삼성홈플러스,41044,16851,29750,16684,29750,167,1553
작전동삼성홈플러스,41050,18917,9122,18712,9122,205,934
작전동풍림아파트,41090,321,1236,318,1236,3,51
작전서운동행정복지센터,41103,440,2476,410,2476,30,97
작전서운동행정복지센터,41104,2549,498,2497,498,52,101
작전역,41561,7362,4957,7332,4957,30,410
작전역,41562,5433,7592,5413,7592,20,434
작전역 서해그랑블,41047,2431,2500,2394,2500,37,164
작전역 서해그랑블,41414,1196,3068,1181,3068,15,142
작전역1번출구,41095,11356,16073,11226,16073,130,914
작전역2번출구,41092,5219,6538,5205,6538,14,391
작전역3번출구,41076,8579,4295,8532,4295,47,429
작전역4번출구,41062,15093,32822,14951,32822,142,1597
작전역5번출구,41057,58237,33925,57854,33925,383,3072
작전역6번출구,41433,3733,26458,3714,26458,19,1006
작전역7번출구,41401,25467,6120,25360,6120,107,1052
작전역8번출구,41093,10061,10562,9957,10562,104,687
작전중고.여고앞,41116,3846,3161,3770,3161,76,233
작전초등학교,41127,3217,2971,3129,2971,88,206
작전초등학교,41128,3224,2391,3173,2391,51,187
작전풍림아파트,41080,832,6036,821,6036,11,228
작전풍림아파트,41091,7976,3244,7930,3244,46,374
잔다리삼거리,35519,35,33,35,33,0,2
잔다리삼거리,35559,83,60,81,60,2,4
잔다리삼거리,35856,6,7,6,7,0,0
잔다리삼거리,35857,8,4,8,4,0,0
잔다리새마을,35866,15,52,12,52,3,2
잔다리새마을,35867,23,90,23,90,0,3
잔솔밭,43944,55,22,50,22,5,2
잠진도삼거리,35743,100,18,97,18,3,3
잠진도삼거리,35744,13,264,12,264,1,9
잠진도입구,35749,24,131,24,131,0,5
잠진도입구,35750,86,61,85,61,1,4
장경리공영주차장,44141,9,43,9,43,0,1
장경리공영주차장,44190,59,7,53,7,6,2
장경리해수욕장,44092,22,46,20,46,2,2
장경리해수욕장,44191,35,17,30,17,5,1
장곡.고촌고등학교,80066,202,115,201,115,1,10
장곡.고촌고등학교,80288,52,55,51,55,1,3
장곶돈대,43931,50,36,50,36,0,2
장곶돈대,43932,18,67,18,67,0,2
장곶횟집,43118,21,9,17,9,4,1
장곶횟집,43478,19,41,19,41,0,2
장구란,90349,0,6,0,6,0,0
장구란,90354,6,1,5,1,1,0
장기동,41345,1096,180,1091,180,5,42
장기동,41346,247,3699,244,3699,3,131
장기동,41347,2342,16535,2303,16535,39,629
장기동,41348,22253,2698,22032,2698,221,831
장도초등학교,39127,371,497,371,497,0,28
장도초등학교,39129,1942,803,1917,803,25,91
장릉입구,80046,21,130,21,130,0,5
장릉입구,80047,290,2,289,2,1,9
장미아파트,37044,6691,8540,6593,8540,98,507
장미아파트,37092,21111,9953,20828,9953,283,1035
장미아파트,37094,9835,15437,9646,15437,189,842
장미아파트(19동)앞,37474,3143,3020,3094,3020,49,205
장미아파트(19동)앞,37540,2618,4038,2487,4038,131,221
장서초등학교,39965,2508,585,2481,585,27,103
장서초등학교,39966,987,6526,975,6526,12,250
장수.서창동행정복지센터,39580,4180,8656,4118,8656,62,427
장수.서창동행정복지센터,39581,8594,1966,8558,1966,36,352
장수공영차고지,39566,1159,331,700,331,459,49
장수공영차고지,92064,773,207,5,207,768,32
장수교,39336,459,555,453,555,6,33
장수교(서창동입구),39337,233,1166,219,1166,14,46
장수동,39373,820,1932,812,1932,8,91
장수동,39391,1108,1121,1095,1121,13,74
장수동,39393,4255,4955,4200,4955,55,307
장수빌라,39577,466,1093,462,1093,4,51
장수사거리,39389,12253,3747,12088,3747,165,533
장수사거리,39397,187,2448,180,2448,7,87
장수사거리,39501,2769,7099,2710,7099,59,328
장수사거리,39542,5284,403,5154,403,130,189
장수주공(청소년수련원),39417,38,2131,37,2131,1,72
장수주공(청소년수련원),39424,3122,64,3080,64,42,106
장수초등학교,39342,3273,1824,3165,1824,108,169
장수초등학교,39352,1152,2330,1133,2330,19,116
장수파출소,39543,8,655,8,655,0,22
장승마루,90028,0,15,0,15,0,0
장승마루,90029,7,0,7,0,0,0
장승마을,43200,0,30,0,30,0,1
장승마을,43714,77,2,58,2,19,2
장승백이시장,39280,3642,1545,3606,1545,36,172
장승백이시장,39282,678,3811,665,3811,13,149
장아초등학교,39873,1020,670,993,670,27,56
장아초등학교,39874,117,1661,92,1661,25,59
장안,43418,3,31,3,31,0,1
장안,43445,44,17,44,17,0,2
장안마을,43133,17,0,15,0,2,0
장안마을,43855,0,9,0,9,0,0
장안말(구초지분교)입구,90083,77,128,70,128,7,6
장안말(구초지분교)입구,90084,127,89,110,89,17,7
장안말(온천스파),43144,21,9,21,9,0,1
장안말(온천스파),43253,27,6,20,6,7,1
장안말(온천스파),43892,5,19,4,19,1,0
장안사거리,37285,15435,3409,15238,3409,197,628
장안사거리,37295,4609,16780,4462,16780,147,712
장안촌동쪽,43933,3,24,3,24,0,0
장암마을,90155,100,59,98,59,2,5
장암마을,90156,40,46,39,46,1,2
장애인복지관,37249,2438,2823,2378,2823,60,175
장애인종합복지관,43627,1,11,1,11,0,0
장인가구,39706,223,200,223,200,0,14
장자말,43142,1,31,1,31,0,1
장자말,43257,54,1,52,1,2,1
장자촌,43141,30,0,30,0,0,1
장자촌,43255,1,0,1,0,0,0
장전,43415,41,7,39,7,2,1
장전,43500,1,18,1,18,0,0
장정2리마을회관,43665,1,90,1,90,0,3
장정2리마을회관,43693,150,2,147,2,3,5
장지포,90238,1,9,1,9,0,0
장지포,90239,5,7,5,7,0,0
장천사거리,37282,1820,2264,1792,2264,28,136
장천사거리,37610,289,1188,274,1188,15,49
장천사거리,37651,429,1173,424,1173,5,53
장촌길 입구,90379,10,11,10,11,0,0
장촌길 입구,90382,14,8,14,8,0,0
장촌마을,35475,139,12,137,12,2,5
장촌마을,35476,8,169,8,169,0,5
장촌빌라,35321,222,25,214,25,8,8
장촌빌라,35397,19,165,19,165,0,6
장하,43184,2,33,2,33,0,1
장하,43204,56,0,55,0,1,1
장화교회앞,43121,20,34,15,34,5,1
장화교회앞,43539,36,13,25,13,11,1
장화리학생수련원,43426,52,61,50,61,2,3
장화리학생수련원,43474,15,18,14,18,1,1
장흥낚시터,43211,1,0,1,0,0,0
장흥낚시터,43890,6,3,6,3,0,0
장흥리종점,43643,42,16,40,16,2,1
장흥리종점,43888,16,21,13,21,3,1
장흥매점,43641,1,0,1,0,0,0
장흥매점,43891,1,4,1,4,0,0
장흥삼거리,43153,9,12,9,12,0,0
장흥삼거리,43881,9,15,9,15,0,0
장흥저수지(성공회.해든뮤지움),90081,214,103,209,103,5,10
장흥저수지(성공회.해든뮤지움),90082,67,173,61,173,6,8
재능대학교서문,36058,18435,25179,18165,25179,270,1453
재능대학교서문,36119,15396,14741,15208,14741,188,1004
재활용품수집장,43165,0,7,0,7,0,0
저수지관리소,43264,53,1,53,1,0,1
저수지휴게소,43567,16,47,16,47,0,2
저수지휴게소,43763,0,1,0,1,0,0
적두마을(월곳교회),43190,22,0,17,0,5,0
적두마을(월곳교회),43709,0,32,0,32,0,1
적석사입구,43348,8,75,6,75,2,2
적석사입구,43847,107,1,93,1,14,3
전동교회,35199,8012,5614,7706,5614,306,454
전동교회,35200,2850,8755,2798,8755,52,386
전득이고개입구,90187,12,12,7,12,5,0
전득이고개입구,90188,12,50,11,50,1,2
전들,43477,53,0,41,0,12,1
전들,43835,0,66,0,66,0,2
전등사남문,43515,128,310,111,310,17,14
전등사남문,43893,263,75,263,75,0,11
전등사동문,43521,147,651,139,651,8,26
전등사동문,43895,479,302,462,302,17,26
전소,35231,6559,5148,6433,5148,126,390
전소,35232,6289,5665,6169,5665,120,398
전원미술관앞,43387,150,7,147,7,3,5
전원미술관앞,43810,2,192,2,192,0,6
전인연립(종점),40132,97,253,93,253,4,11
절아래,90401,0,10,0,10,0,0
절아래,90402,17,3,15,3,2,0
점촌,43414,85,1,56,1,29,2
점촌,43806,1,52,1,52,0,1
젓개마을,35828,15,86,10,86,5,3
젓개마을,35829,5,7,3,7,2,0
젓개마을입구,35322,9,11,9,11,0,0
젓개마을입구,35398,0,1,0,1,0,0
정광아파트(병무청),37008,4326,53,4293,53,33,145
정광아파트(병무청),37009,26,4698,25,4698,1,157
정광아파트.만수주공11단지,39476,6986,7169,6940,7169,46,471
정광아파트.만수주공11단지,39477,7440,4599,7358,4599,82,401
정기무역,35083,2352,234,2206,234,146,86
정다운그린빌,92024,1535,3265,1519,3265,16,160
정든마을아파트,40055,1936,3373,1923,3373,13,176
정든마을아파트,40057,4021,2079,4012,2079,9,203
정병원,40413,4703,4400,4681,4400,22,303
정부인천지방합동청사,37386,36830,17719,36512,17719,318,1818
정부인천지방합동청사,37388,25966,32374,25676,32374,290,1944
정비단지,37005,2009,1621,1973,1621,36,121
정비단지,37006,918,2249,905,2249,13,105
정서진삼거리,89234,0,352,0,352,0,11
정석항공과학고,37168,29482,5463,29404,5463,78,1164
정석항공과학고,37170,9640,32263,9605,32263,35,1396
정수사입구,43404,59,15,59,15,0,2
정수사입구,43436,23,27,23,27,0,1
정왕IC(미정차),92001,1,0,1,0,0,0
정왕IC(미정차),92007,1,0,1,0,0,0
정하,43183,63,7,62,7,1,2
정하,43208,3,45,3,45,0,1
제물포시장,37310,739,801,714,801,25,51
제물포시장,37311,937,844,929,844,8,59
제물포여자중학교,37288,3926,2435,3860,2435,66,212
제물포여자중학교,37290,6385,5460,6226,5460,159,394
제물포여자중학교,37298,9821,12001,9576,12001,245,727
제물포역,37355,56119,36255,55368,36255,751,3079
제물포역,37364,34838,23937,34468,23937,370,1959
제물포역,37496,35095,43102,34252,43102,843,2606
제물포역,37498,19297,7467,19130,7467,167,892
제물포역,37502,34609,44567,34189,44567,420,2639
제물포역(동양빌딩),37339,777,4740,763,4740,14,183
제물포중학교,42064,2380,2559,2305,2559,75,164
제물포중학교,42065,2675,1733,2624,1733,51,146
제운사거리(청년창업특화거리),37175,2745,4378,2650,4378,95,237
제운사거리(청년창업특화거리),37534,2812,5313,2704,5313,108,270
제일시장,37316,7656,6678,7653,6678,3,477
제일시장,37329,11163,11075,10973,11075,190,741
제일시장사거리,37667,1211,674,1170,674,41,62
제일주유소,57020,2288,1556,2272,1556,16,128
제일주유소,57021,1177,3418,1164,3418,13,153
제일풍경채,42833,2636,3241,2625,3241,11,195
제일풍경채1차정문앞,89350,1988,1427,1974,1427,14,113
제일풍경채2차,89349,12,412,12,412,0,14
제일풍경채2차321동앞,42866,2935,1004,2865,1004,70,131
제일풍경채2차321동앞,42873,316,1150,294,1150,22,48
제일풍경채2차323동앞,42891,5247,5834,5153,5834,94,369
제일풍경채2차331동앞,42989,1744,3520,1705,3520,39,175
제적봉앞마을,90060,0,3,0,3,0,0
제적봉앞마을,90061,2,0,1,0,1,0
제적봉입구,43654,6,20,6,20,0,0
제적봉입구,43686,6,2,4,2,2,0
조광교회입구,43533,1,0,1,0,0,0
조광교회입구,43868,0,32,0,32,0,1
조달청(한양2차아파트),37511,6172,13995,5999,13995,173,672
조달청비축기지,35114,1643,5016,1600,5016,43,221
조달청비축기지,35115,4556,1922,4510,1922,46,215
조동초등학교,39464,3356,1771,3331,1771,25,170
조동초등학교,39465,22,1242,18,1242,4,42
조리미입구,80068,1526,40,1525,40,1,52
조리미입구,80069,51,1453,51,1453,0,50
조바위,90350,1,39,1,39,0,1
조바위,90351,17,0,17,0,0,0
조산,43192,7,82,6,82,1,2
조산,43334,128,21,122,21,6,4
조산교회,43172,5,38,4,38,1,1
조산교회,43338,54,5,48,5,6,1
조산초등학교,43189,113,262,112,262,1,12
조산초등학교,43593,182,25,173,25,9,6
종갱이,43180,73,108,72,108,1,6
종갱이,43288,150,102,146,102,4,8
종근당,40002,409,22,409,22,0,14
종근당,40005,9,910,9,910,0,30
종근당.충정로역,11002,95,8053,92,8053,3,271
종로약국,57005,724,1075,703,1075,21,59
종로약국,57007,1948,831,1903,831,45,92
종생마을,80161,785,126,752,126,33,30
종생마을,80162,159,1247,151,1247,8,46
종점(병무청),37014,2639,37,2569,37,70,89
종합터미널,37242,48048,22712,47576,22712,472,2358
종합터미널,39177,14981,39873,14717,39873,264,1828
종현동정보화마을,62043,23,163,23,163,0,6
종현동정보화마을,62044,164,24,161,24,3,6
좌동교차로,89371,14,51,14,51,0,2
좌동마을,42452,137,56,126,56,11,6
좌동마을,89253,75,163,67,163,8,7
좌동마을입구,42456,54,127,54,127,0,6
좌동마을입구,42928,187,47,187,47,0,7
주거단지,35118,406,373,389,373,17,25
주거단지,35120,206,852,199,852,7,35
주공12단지,35082,918,217,918,217,0,37
주공12단지,35084,529,367,521,367,8,29
주공6단지후문,40453,5004,2644,4987,2644,17,254
주공뜨란채아파트,40708,3778,3792,3724,3792,54,252
주공뜨란채아파트,40803,3955,3115,3920,3115,35,235
주공아파트,40867,410,750,402,750,8,38
주물단지,42291,980,3602,980,3602,0,152
주안1동행정복지센터,37385,6041,7585,5993,7585,48,454
주안2동치안센터,37302,7491,4836,7424,4836,67,410
주안4동행정복지센터,37333,183,268,183,268,0,15
주안4동행정복지센터,37335,81,520,80,520,1,20
주안5동행정복지센터,37526,851,962,851,962,0,60
주안7동행정복지센터,37214,20503,20995,20190,20995,313,1383
주안7동행정복지센터,37216,23305,16778,22799,16778,506,1336
주안국가산단역,37583,6494,536,6494,536,0,234
주안국가산단역,37584,14,1967,14,1967,0,66
주안남초등학교,37283,7826,7172,7630,7172,196,499
주안남초등학교,37284,12874,4884,12695,4884,179,591
주안도서관,37341,327,436,322,436,5,25
주안도서관,37342,408,328,407,328,1,24
주안매매단지,37586,382,618,382,618,0,33
주안북부역,37418,19489,15254,19418,15254,71,1158
주안북부역,37420,17618,13502,17529,13502,89,1037
주안북초등학교,37417,4638,6728,4624,6728,14,378
주안사거리,37330,17011,13152,16571,13152,440,1005
주안사거리,37514,3357,8246,3350,8246,7,386
주안시범공단,39927,252,580,252,580,0,27
주안아파트,37207,887,2139,844,2139,43,100
주안아파트,37209,1245,1421,1220,1421,25,88
주안역,37387,80586,28412,79662,28412,924,3633
주안역,37389,20102,79806,19839,79806,263,3330
주안역,37402,971,3964,956,3964,15,164
주안역,37506,24470,15991,24133,15991,337,1348
주안역센트레빌아파트,37430,8187,15489,8151,15489,36,789
주안역센트레빌아파트정문,37490,1038,909,1038,909,0,64
주안역환승정류장,37503,90485,62607,89857,62607,628,5103
주안역환승정류장,37617,148019,127892,148019,127892,0,9197
주안파크자이더플래티넘아파트,37201,14135,8710,13869,8710,266,761
주안파크자이더플래티넘아파트,37204,8911,14955,8639,14955,272,795
주안현대아파트,37358,19437,17015,19001,17015,436,1215
주원고개,39377,1363,3741,1294,3741,69,170
주원고개,39396,3506,9200,3429,9200,77,423
주적골,39510,654,2141,624,2141,30,93
주적골,39608,744,948,736,948,8,56
주택마을,90230,16,51,12,51,4,2
중고등학교,44106,58,40,47,40,11,3
중고등학교,44193,105,31,80,31,25,4
중고차매매단지엠파크허브,42038,357,724,350,724,7,36
중곡고개,43935,1,0,1,0,0,0
중구노인복지회관,35151,12047,10252,11777,10252,270,743
중구노인복지회관,35152,12769,11766,12473,11766,296,817
중구문화회관,35466,2,664,0,664,2,22
중구문화회관,35467,1645,223,1612,223,33,62
중구청,35157,3063,1667,3037,1667,26,157
중구청,35159,1095,3895,1058,3895,37,166
중구청소년수련관.하늘중학교,35824,3176,749,3016,749,160,130
중독고개,43936,21,48,19,48,2,2
중박골입구,44123,29,11,29,11,0,1
중박골입구,44194,21,5,18,5,3,0
중봉로교차로,89420,761,913,738,913,23,55
중봉로교차로,89421,256,274,248,274,8,17
중부고용노동청(인천고용센터),39222,668,841,664,841,4,50
중부고용노동청(인천고용센터),39223,696,598,686,598,10,43
중산고등학교,35868,251,546,230,546,21,26
중산고등학교,35869,500,433,481,433,19,31
중산교차로,35652,841,352,819,352,22,39
중산교차로,35653,274,2829,247,2829,27,103
중산동,35305,1850,549,1792,549,58,79
중산동(까치빌라앞),35247,537,790,519,790,18,44
중산동(중촌),35272,493,1259,485,1259,8,58
중산동(중촌),35278,25,323,20,323,5,11
중산중고등학교,35817,39,462,37,462,2,16
중산중고등학교,35818,144,344,140,344,4,16
중산중학교,35656,1879,721,1790,721,89,86
중산중학교,35657,838,1269,776,1269,62,70
중앙공영아파트,41268,4162,1132,4028,1132,134,176
중앙공원사거리,39189,718,1067,713,1067,5,59
중앙방앗간,35852,1,12,1,12,0,0
중앙방앗간,35853,4,4,4,4,0,0
중앙사료,42014,2062,1252,2012,1252,50,110
중앙사료,42015,395,957,386,957,9,45
중앙산부인과,70176,19,275,17,275,2,9
중앙산부인과,70230,486,83,462,83,24,18
중앙시장,90125,1967,475,1832,475,135,81
중앙시장.고려궁지입구,43067,879,1661,853,1661,26,84
중앙아파트,40409,652,697,646,697,6,44
중앙아파트,42315,3214,2217,3150,2217,64,181
중앙하이츠,41110,4040,11622,3954,11622,86,522
중앙호수공원입구(호반베르디움),89245,10,515,10,515,0,17
중원고등학교,55078,1972,580,1953,580,19,85
중촌,43252,150,10,144,10,6,5
중촌,43369,1,74,1,74,0,2
중촌교차로,35436,163,681,154,681,9,28
중촌교차로,35443,997,310,968,310,29,43
중혈마을,43176,4,46,4,46,0,1
중혈마을,43299,49,6,49,6,0,1
중흥S클래스,42832,2133,1419,2123,1419,10,118
중흥S클래스,42847,517,481,511,481,6,33
중흥S클래스1차,42844,460,762,453,762,7,40
중흥S클래스1차,42845,720,533,719,533,1,41
중흥S클래스2차,42771,4882,1297,4715,1297,167,205
중흥S클래스2차,42856,4141,854,3969,854,172,166
중흥마을.은하마을,55070,957,420,949,420,8,45
지랏돌,90071,168,33,167,33,1,6
지랏돌,90072,0,32,0,32,0,1
지산리입구,43310,11,5,8,5,3,0
지산리입구,43751,5,12,5,12,0,0
지산입구(용진),43538,25,14,25,14,0,1
지산입구(용진),43679,11,34,11,34,0,1
지산주택,38202,53,933,41,933,12,32
지석리마을회관,90274,3,4,3,4,0,0
지석리망향단입구,90273,10,4,10,4,0,0
지석리오현부락,90275,11,10,11,10,0,0
지석초등학교입구,90277,35,6,35,6,0,1
지식정보단지역,38373,7527,1009,7525,1009,2,284
지식정보단지역,38403,9472,1031,9447,1031,25,350
지식정보단지역,38404,313,7275,305,7275,8,252
지식정보단지역(4번출구),38380,498,9838,493,9838,5,344
진고개(5연대입구),43380,229,79,220,79,9,10
진고개(5연대입구),43794,22,249,21,249,1,9
진광횟집앞,43507,18,5,16,5,2,0
진광횟집앞,43541,12,19,10,19,2,1
진달래아파트,37600,12,705,9,705,3,23
진도로르빌아파트,37471,1818,3573,1787,3573,31,179
진두방앗간,44129,0,8,0,8,0,0
진두방앗간,44195,6,2,4,2,2,0
진산과학고등학교,40640,100,284,2,284,98,12
진산과학고등학교,40915,82,1,70,1,12,2
진산중학교,40575,1130,3186,1110,3186,20,143
진산초등학교,40614,840,3507,826,3507,14,144
진산초등학교,40633,143,181,3,181,140,10
진산초등학교,40914,400,8,257,8,143,13
진솔인더스트리,89447,197,1,192,1,5,6
진솔인더스트리,89448,3,120,0,120,3,4
진주5단지503동앞,42089,3599,3452,3571,3452,28,235
진주상가,42544,3895,317,3830,317,65,140
진주아파트2단지,42092,420,11704,408,11704,12,404
진주아파트2단지6동,42084,152,6720,149,6720,3,229
진주아파트3단지,42086,8789,173,8703,173,86,298
진주아파트4단지,42077,3881,158,3853,158,28,134
진표에너지,42548,5,316,0,316,5,10
진흥아파트,37190,3275,2531,3232,2531,43,193
진흥아파트,37193,2703,3759,2665,3759,38,215
진흥아파트,37240,6300,4296,6207,4296,93,353
진흥아파트,37243,5856,10641,5772,10641,84,549
진흥아파트,39297,7655,7696,7614,7696,41,511
집단에너지,39064,107,151,107,151,0,8
집단에너지시설,39065,114,132,111,132,3,8
짓절미,43485,21,14,19,14,2,1
짓절미,43713,10,13,10,13,0,0
찬우물,39179,1361,3577,1334,3577,27,164
찬우물,39188,2114,973,2054,973,60,102
찬우물,43048,155,362,150,362,5,17
찬우물약수터,43851,143,265,133,265,10,13
참빛감리교회,42437,16461,11658,16008,11658,453,937
참좋은집,36160,300,8,296,8,4,10
참좋은집,36161,16,338,8,338,8,11
창골,43549,231,113,225,113,6,11
창리,43052,131,285,128,285,3,13
창리,43053,283,317,263,317,20,20
창리,43054,264,266,261,266,3,17
창리,43902,22,22,19,22,3,1
창리,43903,1,0,1,0,0,0
창신초등학교,42620,3020,1627,3003,1627,17,154
창신초등학교,42621,2501,3022,2470,3022,31,184
창영어린이공원,36168,0,28,0,28,0,0
창후1리마을회관,43595,114,0,108,0,6,3
창후1리마을회관,43783,3,162,3,162,0,5
창후리입구,43604,160,23,158,23,2,6
창후리입구,43830,64,225,63,225,1,9
창후리종점,43774,26,119,26,119,0,4
창후정미소,43461,73,0,71,0,2,2
창후정미소,43600,17,43,17,43,0,2
채석장,38179,1317,469,1277,469,40,59
천곡,43409,150,2,138,2,12,5
천곡,43827,19,167,18,167,1,6
천촌,43411,1,78,1,78,0,2
천촌,43795,138,0,130,0,8,4
철곶,43653,5,22,4,22,1,0
철곶,43759,13,3,9,3,4,0
철산리검문소,43957,10,34,9,34,1,1
철산리검문소,43958,33,6,32,6,1,1
철산리입구,43685,20,15,20,15,0,1
철산리입구,43741,6,29,3,29,3,1
첨단초등학교,92014,321,3474,317,3474,4,126
청광플러스원102동앞,39946,1844,234,1844,234,0,69
청광플러스원아파트,39775,5976,2474,5921,2474,55,281
청광플러스원아파트,39786,1844,7117,1790,7117,54,298
청능로사거리,39622,42006,16707,41358,16707,648,1957
청능로사거리,39623,19076,40906,18740,40906,336,1999
청라1동행정복지센터,42744,13003,5208,12913,5208,90,607
청라1동행정복지센터,42745,6890,10688,6752,10688,138,585
청라1호문화공원,89470,19,2,17,2,2,0
청라1호문화공원,89471,4,0,4,0,0,0
청라2동행정복지센터,89039,3065,511,3020,511,45,119
청라2동행정복지센터,89042,1067,3063,996,3063,71,137
청라3동행정복지센터,89374,1431,4298,1420,4298,11,190
청라3동행정복지센터,89375,5348,948,5342,948,6,209
청라BRT차고지입구,89336,153,258,8,258,145,13
청라BRT차고지입구,89337,519,62,417,62,102,19
청라고등학교,42784,2439,910,2398,910,41,111
청라고등학교,42785,835,2232,803,2232,32,102
청라골프아카데미,89255,146,64,146,64,0,7
청라골프아카데미,89256,68,111,68,111,0,5
청라국제도서관,42922,68,225,67,225,1,9
청라국제도서관,42923,309,144,306,144,3,15
청라국제도시역,89270,46379,648,46258,648,121,1567
청라국제도시역(경명대로),89034,9132,10824,9114,10824,18,665
청라국제도시역(서부산단방향),89043,26331,27405,26141,27405,190,1791
청라국제도시역(청라국제교방향),89215,27885,23241,27808,23241,77,1704
청라국제어린이집,89289,207,39,202,39,5,8
청라국제업무단지(골드클래스),42984,766,541,752,541,14,43
청라꽃농원,42991,136,86,136,86,0,7
청라달튼국제학교,42895,1246,1382,1173,1382,73,87
청라달튼국제학교,89121,1453,814,1438,814,15,75
청라도,42931,13,101,13,101,0,3
청라도,89127,8,84,8,84,0,3
청라디이스트,42961,160,1037,111,1037,49,39
청라디이스트,89045,5,25,0,25,5,1
청라디이스트(562동),42962,1624,3521,1617,3521,7,171
청라디이스트(567동),89017,1031,205,1017,205,14,41
청라로데오시티포레안,89419,75,143,75,143,0,7
청라로봇랜드,89246,34,19,22,19,12,1
청라로봇랜드,89247,2,129,0,129,2,4
청라모아미래도아파트604동,89344,1843,1138,1836,1138,7,99
청라모아미래도아파트정문,89353,78,212,76,212,2,9
청라백세요양병원,42944,213,85,211,85,2,9
청라백세요양병원,89179,92,179,92,179,0,9
청라복합문화센터,89218,161,1680,161,1680,0,61
청라복합문화센터,89219,894,263,876,263,18,38
청라센텀로제비앙,89295,1371,1161,1363,1161,8,84
청라센텀로제비앙,89296,1246,1160,1230,1160,16,80
청라센텀로제비앙정문앞,89346,32,53,32,53,0,2
청라센트럴에일린의뜰,42834,4056,3544,4029,3544,27,253
청라센트럴에일린의뜰104동,42990,4150,1697,4115,1697,35,194
청라센트럴에일린의뜰106동,42892,9557,4752,9398,4752,159,476
청라스타필드,89417,21,74,21,74,0,3
청라스타필드,89418,104,527,102,527,2,21
청라시티프라디움,89334,1513,1741,1501,1741,12,108
청라시티프라디움,89335,2318,857,2287,857,31,105
청라우미린,42862,490,4274,476,4274,14,158
청라우미린아파트,89290,2818,9324,2798,9324,20,404
청라웰카운티221동,89288,43,337,37,337,6,12
청라웰카운티223동,42997,1109,246,1090,246,19,45
청라자이,42742,11949,3522,11724,3522,225,515
청라중앙호수공원입구,89021,12193,8773,12125,8773,68,698
청라중앙호수공원입구,89024,7498,13011,7472,13011,26,683
청라중학교,42848,1096,2023,1076,2023,20,103
청라초등학교,89281,5327,7137,5311,7137,16,415
청라초등학교,89282,4801,6301,4755,6301,46,370
청라파크자이상가,89299,536,824,532,824,4,45
청라파크자이상가,89300,495,730,491,730,4,40
청라푸르지오,89217,719,1323,719,1323,0,68
청라한양수자인레이크블루,89348,2532,1854,2470,1854,62,146
청라한양수자인레이크블루,89351,2008,1526,1999,1526,9,117
청라한화꿈에그린,89123,1449,729,1449,729,0,72
청라한화꿈에그린,89124,604,922,604,922,0,50
청라호반베르디움.포리공원,42899,1881,479,1829,479,52,78
청라호반베르디움.포리공원,42919,765,2027,741,2027,24,93
청라호수공원(남측),42861,3022,956,2957,956,65,132
청라호수공원(남측),42863,1353,2551,1320,2551,33,130
청라호수공원한신더휴,42870,5786,620,5530,620,256,213
청라호수공원한신더휴아파트,89291,13478,6098,13332,6098,146,652
